facility_id,facility_name,address_1,address_2,city,state,postal_code,country,url,phone,begin_date,end_date,active,city_operated,notes,location
75,Oak Street Health Brighton Park,4327 S Archer Ave,,Chicago,IL,60609,United States of America,https://www.oakstreethealth.com/covid-19-vaccine,773-209-5333,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.702918 41.814938)
37,Englewood Health Center of Cook County,1135 W 69th St,,Chicago,IL,60621,United States of America,https://cookcountyhealth.org/locations/englewood-health-center/,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.653282 41.768715)
133,"Walmart Store #3166",4720 S Cottage Grove Ave,,Chicago,IL,60615,United States of America,https://www.walmart.com/cp/1228302,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.606539 41.80867)
43,Friend Health - Cottage Grove,800 E 55th St,,Chicago,IL,60615,United States of America,https://friendfhc.org/covid.html,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.605677 41.795037)
69,Mile Square Health Center UIC - Back of the Yards,4630 S Bishop St,,Chicago,IL,60609,United States of America,https://hospital.uillinois.edu/patients-and-visitors/mile-square-federally-qualified-health-center/locations/back-of-the-yards,(312) 996-2000,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.661328 41.8094)
111,"Walgreens Store #3321",5874 S Archer Ave,,Chicago,IL,60638,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.761992 41.795836)
80,Oak Street Health Madison Street,3433 W Madison St,,Chicago,IL,60641,United States of America,https://www.oakstreethealth.com/covid-19-vaccine,773-209-5333,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.712345 41.880918)
128,"Walgreens Store #1173",1520 W Fullerton Ave,,Chicago,IL,60614,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.666698 41.925188)
52,Inner City Muslim Action Network (IMAN),2744 W 63rd St,,Chicago,IL,60629,United States of America,https://www.imancentral.org/chicago/health-center/,(773) 434-4626,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.692639 41.779134)
124,"Walgreens Store #5192",9148 S Commercial Ave,,Chicago,IL,60617,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.551227 41.72858)
102,"Walgreens Store #2211",5036 S Cottage Grove Ave,,Chicago,IL,60615,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.606428 41.802905)
88,PCC Community Wellness Center - Salud,5359 W Fullerton Ave,,Chicago,IL,60639,United States of America,https://www.pccwellness.org/covid-19,(773) 295-3347,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.760484 41.924025)
107,"Walgreens Store #2877",2440 W North Ave,,Chicago,IL,60647,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.688632 41.910356)
139,"Walmart Store #5965",10900 S Doty Ave,,Chicago,IL,60628,United States of America,https://www.walmart.com/cp/1228302,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.596618 41.696117)
16,ACCESS Madison,3800 W Madison St,,Chicago,IL,60624,United States of America,https://www.achn.net,(800) 836-7633,2021-02-08,2021-12-31,false,false,Open to current patients only.,POINT (-87.72102 41.880796)
97,Saint Anthony Hospital,2875 W 19th St,,Chicago,IL,60623,United States of America,https://sahchicago.org/hospital-services/infection-prevention,(773) 484-4000,2021-01-01,2021-12-31,true,false,Open to current patients only.,POINT (-87.698272 41.855538)
30,"Aunt Martha's Health and Wellness, Inc.",5001 S Michigan Ave,,Chicago,IL,60615,United States of America,http://auntmarthas.org,(877) 692-8686,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.622686 41.803549)
87,PCC Community Wellness Center - Austin,5425 W Lake St,,Chicago,IL,60644,United States of America,https://www.pccwellness.org/covid-19,(773) 295-3347,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.761128 41.887265)
140,Rush University Medical Center,1653 W Congress Pkwy,,Chicago,IL,60612,United States of America,https://www.rush.edu/patients-visitors/covid-19-resources/covid-19-vaccines/schedule-covid-19-vaccination,,2021-01-28,2021-12-31,true,false,Open to current patients only.,POINT (-87.66851 41.875166)
103,"Walgreens Store #2387",1616 E 87th St,,Chicago,IL,60617,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.58418 41.736934)
120,"Walgreens Store #4519",1320 E 47th St,,Chicago,IL,60653,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.593586 41.809713)
51,Howard Brown Health - Clark,6500 N Clark St,,Chicago,IL,60626,United States of America,https://howardbrown.org,(773) 388-1600,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.671276 41.999881)
61,Mariano's Pharmacy 53100522,5201 N Sheridan Rd,,Chicago,IL,60640,United States of America,https://www.marianos.com/i/coronavirus-update/vaccine,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.655022 41.976906)
93,Primecare Young Family Health Center,1431 N Western Ave,Ste 101,Chicago,IL,60622,United States of America,https://primecarehealth.org/,,2021-01-01,2021-12-31,true,false,Open to current patients only.,POINT (-87.687092 41.908298)
44,Friend Health - Pulaski,5635 S Pulaski Rd,,Chicago,IL,60629,United States of America,https://friendfhc.org/covid.html,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.722981 41.7902)
56,Loretto Hospital,645 S Central Ave,,Chicago,IL,60644,United States of America,http://www.lorettohospital.org,(312) 626-4300,2021-01-01,2021-12-31,true,false,Current and invited patients only (call to confirm),POINT (-87.764443 41.872042)
110,"Walgreens Store #3074",4700 S Halsted St,,Chicago,IL,60609,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.645576 41.808643)
86,PCC West Town Family Health Center,1044 N Mozart St,Ste 100,Chicago,IL,60622,United States of America,https://www.pccwellness.org/covid-19,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.698071 41.900626)
115,"Walgreens Store #3950",4343 N Kedzie Ave,,Chicago,IL,60618,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.708216 41.960546)
33,Chicago Family Health Center - Chicago Lawn,3223 W 63rd St,,Chicago,IL,60629,United States of America,https://chicagofamilyhealth.org/,(773) 768-5000,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.704082 41.778964)
76,Oak Street Health Bronzeville,4318 S State St,,Chicago,IL,60660,United States of America,https://www.oakstreethealth.com/covid-19-vaccine,773-209-5333,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.62631 41.815781)
132,"Walmart Store #3110",7535 S Ashland Ave,,Chicago,IL,60620,United States of America,https://www.walmart.com/cp/1228302,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.663538 41.756362)
127,"Walgreens Store #10558",250 S Wacker Dr,Lbby 1,Chicago,IL,60606,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.636917 41.878217)
114,"Walgreens Store #3949",3046 N Halsted St,,Chicago,IL,60657,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.649177 41.937783)
36,Christian Community Health Center,9718 S. Halsted,,Chicago,IL,60628,United States of America,https://cchc-online.org/,(773) 233-4100,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.643191 41.716982)
64,Mariano's Pharmacy 53100538,3030 N Broadway St,Ste 10,Chicago,IL,60657,United States of America,https://www.marianos.com/i/coronavirus-update/vaccine,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.644291 41.937393)
96,Ruth M. Rothstein Core Center,2020 W Harrison St,,Chicago,IL,60612,United States of America,https://cookcountyhealth.org/locations/ruth-m-rothstein-core-center/,(312) 572-4500,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.67695 41.874065)
123,"Walgreens Store #5057",3153 W Irving Park Rd,,Chicago,IL,60618,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.707383 41.953888)
25,ACHN at Jorge Prieto Health Center,2424 S Pulaski Rd,,Chicago,IL,60623,United States of America,https://cookcountyhealth.org/locations/dr-jorge-prieto-health-center/,(773) 521-0750,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.724629 41.847003)
55,Logan Square Health Center of Cook County,2840 W Fullerton Ave,,Chicago,IL,60647,United States of America,https://cookcountyhealth.org/locations/logan-square-health-center/,(773) 395-7400,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.69909 41.924842)
57,Mariano's Pharmacy 53100507,5353 N Elston Ave,,Chicago,IL,60630,United States of America,https://www.marianos.com/i/coronavirus-update/vaccine,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.757473 41.978765)
68,Mile Square Health Center - South Shore,7037 S Stony Island Ave,,Chicago,IL,60649,United States of America,https://hospital.uillinois.edu/patients-and-visitors/mile-square-federally-qualified-health-center/locations/south-shore,(312) 996-2000,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.585939 41.766677)
85,PCC Wellness at West Suburban Hospital,1 Erie Ct,Ste 7140,Oak Park,IL,60302,United States of America,https://www.pccwellness.org/covid-19,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.777466 41.89184)
40,Esperanza Health Center - Brighton Park,4700 S California Ave,,Chicago,IL,60632,United States of America,https://www.esperanzachicago.org/,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.69422 41.808305)
45,Friend Health - Western,5843 S Western Ave,,Chicago,IL,60636,United States of America,https://friendfhc.org/covid.html,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.683804 41.786964)
67,Mile Square Health Center - Englewood,641 W 63rd St,,Chicago,IL,60621,United States of America,https://hospital.uillinois.edu/patients-and-visitors/mile-square-federally-qualified-health-center/locations/englewood,(312) 996-2000,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.641245 41.779814)
82,"PCC at Healthcare Alternative Systems, Inc.",4534 S Western Ave,,Chicago,IL,60609,United States of America,https://www.pccwellness.org/covid-19,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.684502 41.810918)
141,UI Health - UIC Credit Union 1 Arena,525 S Racine Ave,,Chicago,Il,60607,United States of America,https://hospital.uillinois.edu/primary-and-specialty-care/infectious-diseases/covid-19-coronavirus/vaccine,,2021-01-28,2021-12-31,true,false,Open to community and current patients.,POINT (-87.65659 41.869414)
50,Howard Brown Health - 63rd St,641 W 63rd St,,Chicago,IL,60621,United States of America,https://howardbrown.org,(773) 388-1600,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.641245 41.779814)
94,Roseland Community Hospital,45 W 111th St,,Chicago,IL,60628,United States of America,http://www.roselandhospital.org/,(773) 995-3000,2021-01-01,2021-12-31,true,false,For current and invited patients only,POINT (-87.624734 41.692562)
35,Chicago Family Health Center - Roseland,120 W 111th St,,Chicago,IL,60628,United States of America,https://chicagofamilyhealth.org/,(773) 768-5000,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.626799 41.692536)
77,Oak Street Health Edgewater,1541 W Devon Ave,,Chicago,IL,60639,United States of America,https://www.oakstreethealth.com/covid-19-vaccine,773-209-5333,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.669513 41.998032)
72,Norwegian American Hospital,1044 N Francisco Ave,,Chicago,IL,60652,United States of America,https://www.nahospital.org/,(773) 292-8363,2021-01-01,2021-12-31,true,false,Open to current patients only.,POINT (-87.699288 41.900481)
104,"Walgreens Store #2586",2301 W Irving Park Rd,,Chicago,IL,60618,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.686053 41.954021)
136,"Walmart Store #5645",2844 N Broadway St,,Chicago,IL,60657,United States of America,https://www.walmart.com/cp/1228302,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.644278 41.934267)
130,"Walgreens Store #15065",1601 N Milwaukee Ave,,Chicago,IL,60647,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.677686 41.91053)
99,"TCA Health, Inc.",1029 E 130th St,,Chicago,IL,60628,United States of America,http://tcahealth.org,(773) 995-6300,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.595555 41.659714)
28,Austin Health Center of Cook County,4800 W Chicago Ave,,Chicago,IL,60651,United States of America,https://cookcountyhealth.org/locations/austin-health-center/,(773) 826-9600,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.746091 41.895034)
62,Mariano's Pharmacy 53100527,2021 W Chicago Ave,,Chicago,IL,60622,United States of America,https://www.marianos.com/i/coronavirus-update/vaccine,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.677972 41.895918)
116,"Walgreens Store #3961",2340 W Madison St,,Chicago,IL,60612,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.684861 41.881226)
121,"Walgreens Store #4752",316 W Cermak Rd,,Chicago,IL,60616,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.635599 41.852916)
109,"Walgreens Store #3072",641 N Clark St,,Chicago,IL,60654,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.631165 41.893542)
89,Primecare Fullerton Health Center,3924 W Fullerton Ave,,Chicago,IL,60647,United States of America,https://primecarehealth.org/,,2021-01-01,2021-12-31,true,false,Open to current patients only.,POINT (-87.725378 41.924555)
126,"Walgreens Store #6641",1614 W 47th St,,Chicago,IL,60609,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.66575 41.808651)
27,Alivio - Morgan,966 W 21st St,,Chicago,IL,60608,United States of America,https://www.aliviomedicalcenter.org/locations/morgan-street,(773) 254-1400,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.650689 41.853905)
101,"Walgreens Store #1417",1931 W Cermak Rd,,Chicago,IL,60608,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.674125 41.852232)
58,Mariano's Pharmacy 53100515,1800 W Lawrence Ave,,Chicago,IL,60640,United States of America,https://www.marianos.com/i/coronavirus-update/vaccine,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.675062 41.968858)
135,"Walmart Store #5617",4626 W Diversey Ave,,Chicago,IL,60639,United States of America,https://www.walmart.com/cp/1228302,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.74243 41.931608)
71,Near North Health Service Corporation - Winfield Moody Health Center,1276 N Clybourn Ave,,Chicago,IL,60610,United States of America,https://www.nearnorthhealth.org/,(312) 337-1073,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.641844 41.905412)
84,PCC Parkside Family Health Center,115 N Parkside Ave,,Chicago,IL,60644,United States of America,https://www.pccwellness.org/covid-19,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.766549 41.882729)
42,Friend Health - 51st Street,340 E 51st St,,Chicago,IL,60615,United States of America,https://friendfhc.org/covid.html,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.617571 41.802123)
113,"Walgreens Store #3539",11 E 75th St,,Chicago,IL,60619,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.624302 41.758119)
73,Oak Street Health Ashburn,3348 W 87th St,,Chicago,IL,60617,United States of America,https://www.oakstreethealth.com/covid-19-vaccine,773-209-5333,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.705932 41.735189)
90,Primecare Portage Park,5635 W Belmont Ave,,Chicago,IL,60634,United States of America,https://primecarehealth.org/,,2021-01-01,2021-12-31,true,false,Open to current patients only.,POINT (-87.767925 41.938567)
39,Erie West Town Health Center,1701 W Superior St,,Chicago,IL,60622,United States of America,https://www.eriefamilyhealth.org/coronavirus,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.670068 41.895123)
54,Lawndale Christian Health Center - Ogden Campus,3860 W Ogden Ave,,Chicago,IL,60616,United States of America,https://lawndale.org/covid19,(872) 588-3000,2021-01-01,2021-12-31,true,false,Open to current patients only.,POINT (-87.721905 41.852254)
32,Chicago Family Health Center - Pullman,570 E 115th St,,Chicago,IL,60628,United States of America,https://chicagofamilyhealth.org/,(773) 768-5000,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.608811 41.685462)
95,Rush University Medical Center,1620 W Harrison St,,Chicago,IL,60612,United States of America,https://www.rush.edu/patients-visitors/covid-19-resources/covid-19-vaccines,(888) 352-7874,2021-01-01,2021-12-31,true,false,For current and invited patients only,POINT (-87.667511 41.874237)
66,Metro Infectious Disease Consultants,2923 N California Ave,Ste 220,Chicago,IL,60618,United States of America,,,2021-01-01,2021-12-31,true,false,"Email covid19vaccination@midcusa.com to schedule an appointment. Provide Name, DOB, Address, phone number and qualifying reason for vaccination.",POINT (-87.697666 41.934573)
117,"Walgreens Store #4147",1546 N Central Ave,,Chicago,IL,60651,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.765876 41.908886)
105,"Walgreens Store #2711",7150 W Archer Ave,,Chicago,IL,60638,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.800485 41.792014)
122,"Walgreens Store #4936",4040 N Cicero Ave,,Chicago,IL,60641,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.747386 41.954592)
63,Mariano's Pharmacy 53100534,1500 N Clybourn Ave,Unit C104,Chicago,IL,60610,United States of America,https://www.marianos.com/i/coronavirus-update/vaccine,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.646261 41.908623)
49,Heartland Alliance Health - Uptown,1015 W Lawrence Ave,,Chicago,IL,60647,United States of America,https://www.heartlandalliance.org/heartland-alliance-health/,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.655411 41.969067)
78,Oak Street Health Hermosa,4417 W Diversey Ave,,Chicago,IL,60623,United States of America,https://www.oakstreethealth.com/covid-19-vaccine,773-209-5333,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.737483 41.931675)
137,"Walmart Store #5646",2551 W Cermak Rd,,Chicago,IL,60608,United States of America,https://www.walmart.com/cp/1228302,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.689211 41.852013)
46,Friend Health - Woodlawn,1522 E 63rd St,,Chicago,IL,60637,United States of America,https://friendfhc.org/covid.html,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.588296 41.780617)
31,Beloved Community Family Wellness Center,6821 S Halsted St,,Chicago,IL,60621,United States of America,https://www.bcfwc.org,(773) 651-3629,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.644533 41.769817)
98,"Swedish Hospital, Part of Northshore",5140 N California Ave,,Chicago,IL,60625,United States of America,https://www.swedishcovenant.org/covid/covid-19-vaccine,,2021-01-01,2021-12-31,true,false,Open to current patients only.,POINT (-87.698915 41.975057)
81,Oak Street Health Portage Park,4848 W Irving Park Rd,,Chicago,IL,60641,United States of America,https://www.oakstreethealth.com/covid-19-vaccine,773-209-5333,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.748529 41.953421)
131,"Walgreens Store #15196",151 N State St,Floor 1,Chicago,IL,60601,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.627827 41.884687)
59,Mariano's Pharmacy 53100516,2112 N Ashland Ave,,Chicago,IL,60608,United States of America,https://www.marianos.com/i/coronavirus-update/vaccine,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.668539 41.920702)
